txn_id,complaint_id,sender_vpa_hash,complaint_ts,scam_type,amount_bucket,complaint_status,resolution_days,bank_id,sender_state,fraud_type,amount_numeric,upi_remark,txn_timestamp,is_fraud,complaint_date,complaint_week
b255faf0-915f-41b2-85d5-cbbcce153ed8,SATARK-83F2F0F4,e5a8b7608f6dcebe,2024-01-04T06:31:29.615Z,LOTTERY,L,OPEN,,BOB007,Delhi,LOTTERY,15404.63,government lottery winner fee,2024-01-03T22:41:21.000Z,true,2024-01-04,2024-01-01T00:00:00.000Z
3c974208-a2df-4354-a82b-bd73bba55097,SATARK-A5AC9522,d1f3e0ef4ee263a8,2024-02-21T00:00:16.834Z,JOB,S,RESOLVED,8.0,KOTAK005,Telangana,JOB,1328.78,medical test fee job,2024-02-19T20:19:02.000Z,true,2024-02-21,2024-02-19T00:00:00.000Z
90e7c490-0c41-40fa-929e-200f073e031b,SATARK-D65B25CC,084c40f4789709f5,2024-02-01T18:16:34.829Z,LEGITIMATE,L,RESOLVED,73.0,ICICI003,Jharkhand,LEGITIMATE,10659.86,fd deposit,2024-01-31T15:52:00.000Z,true,2024-02-01,2024-01-29T00:00:00.000Z
1d99bb31-c581-4ca9-9b64-34922f5441f0,SATARK-87EEB185,f59502b7ed525060,2024-02-26T13:41:18.307Z,KYC,M,OPEN,,AXIS004,Rajasthan,KYC,2801.14,kindly power supply KYC penalty last date,2024-02-23T22:01:52.000Z,true,2024-02-26,2024-02-26T00:00:00.000Z
58afed27-aa50-49e6-9f81-14fed6595481,SATARK-2359D4A2,8f978eef0b0fda12,2024-01-16T00:07:29.358Z,KYC,S,OPEN,,ICICI003,Tamil Nadu,KYC,1216.18,aadhaar KYC link bank account fee,2024-01-13T20:09:05.000Z,true,2024-01-16,2024-01-15T00:00:00.000Z
f1746350-67a4-42f1-86e5-93cd01f5f7b6,SATARK-8C72012D,19acc3fe28d34cf9,2024-02-18T15:53:21.655Z,LEGITIMATE,S,RESOLVED,3.0,HDFC002,Maharashtra,LEGITIMATE,1017.23,didi gift,2024-02-16T19:40:26.000Z,true,2024-02-18,2024-02-12T00:00:00.000Z
559ad2c4-3318-4815-aa63-3ea122109edf,SATARK-D2D65C7E,ea75f02a8c6e03d5,2024-02-19T20:23:10.888Z,KYC,S,OPEN,,AXIS004,Delhi,KYC,1900.0,UPI limit increase KYC fee,2024-02-17T21:03:00.000Z,true,2024-02-19,2024-02-19T00:00:00.000Z
12cc9b65-5f2f-4b81-9f95-4b1ad7adf383,SATARK-26BF7057,98b1ab4fd62e5c11,2024-01-26T18:33:45.027Z,TECH_SUPPORT,L,OPEN,,AXIS004,Tamil Nadu,TECH_SUPPORT,10000.0,computer virus removal fee,2024-01-24T21:55:47.000Z,true,2024-01-26,2024-01-22T00:00:00.000Z
799de7dc-8337-4313-9942-3a1e6fc857cb,SATARK-9B246BE4,c2efd3d64c562eae,2024-02-26T23:45:25.888Z,LOTTERY,S,ESCALATED,,ICICI003,Telangana,LOTTERY,1000.0,winning amount release fee,2024-02-26T20:55:04.000Z,true,2024-02-26,2024-02-26T00:00:00.000Z
76a3ce00-9dab-43b6-a265-416676bba0d7,SATARK-92E1D35C,9e995ba35bbbb8a6,2024-01-04T03:55:29.805Z,IMPERSONATION,M,OPEN,,PNB006,Punjab,IMPERSONATION,4822.66,arrest warrant settlement fee,2024-01-02T22:40:42.000Z,true,2024-01-04,2024-01-01T00:00:00.000Z
9f798cac-2181-41d1-bbb8-dde590ae8063,SATARK-7F6BE1D8,deb59afdfb4f9a46,2024-01-04T06:33:38.906Z,LOTTERY,S,OPEN,,PNB006,Tamil Nadu,LOTTERY,1197.49,online lottery winner fee,2024-01-02T16:14:12.000Z,true,2024-01-04,2024-01-01T00:00:00.000Z
b3da6782-55f7-4958-868c-ac4395cc9e31,SATARK-6B6DFE8F,a68fe46c4097e0a4,2024-01-29T03:22:51.370Z,KYC,S,OPEN,,INDUS010,Kerala,KYC,1616.79,UPI KYC verification charge,2024-01-28T20:20:47.000Z,true,2024-01-29,2024-01-29T00:00:00.000Z
6d9b86be-a1de-49b0-b35f-c8a5954f0aab,SATARK-33FF5FE2,d610279a3f2bb88b,2024-03-18T09:09:59.697Z,EMERGENCY,M,OPEN,,BOB007,Karnataka,EMERGENCY,8300.0,hospital ne advance manga urgent,2024-03-17T21:08:52.000Z,true,2024-03-18,2024-03-18T00:00:00.000Z
d4370589-29a1-4555-a704-54cdd2f458c5,SATARK-0A18D83C,4b804a7e22885af4,2024-02-16T09:56:46.870Z,LEGITIMATE,M,RESOLVED,83.0,ICICI003,Gujarat,LEGITIMATE,8230.6,tuition fees,2024-02-15T20:18:21.000Z,true,2024-02-16,2024-02-12T00:00:00.000Z
54193eb8-d0de-40b7-ad12-40609b919ef3,SATARK-08BD6DF0,44d6fdb588b484d6,2024-01-22T00:13:39.285Z,LOTTERY,L,RESOLVED,64.0,BOB007,Punjab,LOTTERY,15400.0,lottery prize tax payment advance,2024-01-21T22:51:09.000Z,true,2024-01-22,2024-01-22T00:00:00.000Z
c1de0d73-403c-4984-9b4f-811441243b6e,SATARK-CB05AAC9,8e483f9ddffd59fa,2024-01-29T14:06:47.797Z,KYC,M,ESCALATED,,BOB007,Maharashtra,KYC,2200.0,cylinder booking KYC verification charge,2024-01-28T17:28:40.000Z,true,2024-01-29,2024-01-29T00:00:00.000Z
4a662da8-a081-4de5-a624-6bb5dac458cc,SATARK-2657C1DD,0eebb985c974bc1f,2024-01-18T08:03:38.155Z,LOTTERY,M,OPEN,,BOB007,Telangana,LOTTERY,2664.86,important winner certificate processing fee,2024-01-16T21:16:18.000Z,true,2024-01-18,2024-01-15T00:00:00.000Z
75191322-8994-48f8-8b4b-af83852effcb,SATARK-01740844,fb3b9a230df0d410,2024-01-11T03:31:38.419Z,LOTTERY,M,OPEN,,KOTAK005,West Bengal,LOTTERY,7700.0,prize verification fee urgent,2024-01-08T20:57:46.000Z,true,2024-01-11,2024-01-08T00:00:00.000Z
872bd9c3-b9dd-48bb-bf21-ae5437d05b11,SATARK-EF1C3A6E,5517311414221b04,2024-03-08T13:46:57.481Z,INVESTMENT,L,OPEN,,UNION009,Karnataka,INVESTMENT,10066.24,crypto exchange verification fee please,2024-03-06T21:20:26.000Z,true,2024-03-08,2024-03-04T00:00:00.000Z
bce747ba-cbf2-4bd4-8657-d70a1235ecae,SATARK-38B15C14,e5a3520eda0e9b10,2024-02-18T19:56:54.710Z,TECH_SUPPORT,M,OPEN,,HDFC002,Karnataka,TECH_SUPPORT,2300.0,bank refund processing fee aaj hi,2024-02-17T21:16:27.000Z,true,2024-02-18,2024-02-12T00:00:00.000Z
9b031cca-3586-49d0-9960-c1ee19e53a3d,SATARK-750FDDAA,6324bef727559b92,2024-02-06T03:53:41.415Z,KYC,S,ESCALATED,,UNION009,Telangana,KYC,1900.0,vi vodafone KYC penalty fee,2024-02-03T21:33:10.000Z,true,2024-02-06,2024-02-05T00:00:00.000Z
a83b5e8d-501f-471f-8b34-cfc8184a741b,SATARK-47C270B6,d2a662a0af01b2af,2024-03-25T01:29:44.689Z,JOB,M,OPEN,,PNB006,Madhya Pradesh,JOB,3974.57,railway job application fee,2024-03-23T18:28:56.000Z,true,2024-03-25,2024-03-25T00:00:00.000Z
b64e07b6-944c-48ed-97d0-38b707fc9ed4,SATARK-18FED612,45feae3c5e1b2727,2024-01-20T12:21:11.512Z,TECH_SUPPORT,M,OPEN,,KOTAK005,Maharashtra,TECH_SUPPORT,3900.46,insurance refund processing fee,2024-01-19T20:39:33.000Z,true,2024-01-20,2024-01-15T00:00:00.000Z
75c48051-890f-4a26-9863-b87293afd9c3,SATARK-1D4F06F5,709d284fe3269983,2024-02-14T18:48:38.377Z,JOB,S,ESCALATED,,UNION009,Gujarat,JOB,1551.32,government job registration fee,2024-02-12T20:37:36.000Z,true,2024-02-14,2024-02-12T00:00:00.000Z
31f28c9c-4096-4336-b4fb-74a336390101,SATARK-C9466AA3,a361243bcc89623e,2024-01-17T02:25:45.705Z,TECH_SUPPORT,S,RESOLVED,10.0,PNB006,Telangana,TECH_SUPPORT,925.18,customer care refund fee,2024-01-15T20:04:18.000Z,true,2024-01-17,2024-01-15T00:00:00.000Z
8caed7c9-8d83-4cb6-aefc-af6e32eb5b7f,SATARK-4DAE19A9,50158636a892b427,2024-02-12T12:52:00.689Z,IMPERSONATION,M,RESOLVED,7.0,SBI001,Rajasthan,IMPERSONATION,7100.0,CBI officer case settlement fee,2024-02-12T07:44:23.000Z,true,2024-02-12,2024-02-12T00:00:00.000Z
d230773e-ac50-4bf1-baa4-431730735b02,SATARK-7CFDE1F5,bdf77170132a243c,2024-01-25T17:50:15.467Z,KYC,S,OPEN,,ICICI003,Delhi,KYC,500.0,Aadhaar update processing fee abhi,2024-01-23T20:18:37.000Z,true,2024-01-25,2024-01-22T00:00:00.000Z
bba5aea6-0c56-42b2-b20a-b1749a0d8cfc,SATARK-A42139F7,31e1359581a43c50,2024-03-03T10:22:49.723Z,TECH_SUPPORT,M,ESCALATED,,UNION009,Uttar Pradesh,TECH_SUPPORT,2500.0,refund transaction verification fee,2024-03-02T19:44:14.000Z,true,2024-03-03,2024-02-26T00:00:00.000Z
3e12ed46-1b4b-42dd-b772-dcb3bef1d001,SATARK-61124595,55a81fa2135c81fc,2024-02-28T08:01:57.850Z,JOB,S,ESCALATED,,UNION009,Kerala,JOB,1473.02,important ID card processing job fee,2024-02-25T22:13:16.000Z,true,2024-02-28,2024-02-26T00:00:00.000Z
96a12db9-3db5-4953-b6ab-3cfc82af2534,SATARK-6AFD76ED,fcafe7e764ed3bca,2024-03-31T19:35:15.192Z,KYC,S,OPEN,,AXIS004,Punjab,KYC,600.0,LPG connection KYC fee,2024-03-29T20:41:16.000Z,true,2024-03-31,2024-03-25T00:00:00.000Z
5ffeeeff-63e9-4ef7-80aa-37e48e77eb13,SATARK-DB416253,2742913e6c6fa86e,2024-01-13T13:48:24.251Z,TECH_SUPPORT,L,OPEN,,HDFC002,Maharashtra,TECH_SUPPORT,10000.0,amazon wale refund denge fee bhejo,2024-01-12T21:06:30.000Z,true,2024-01-13,2024-01-08T00:00:00.000Z
86e9b4a0-2c90-4a38-a9cc-8ac068b685ad,SATARK-495EE29C,5c00451dd0935b9a,2024-01-30T10:48:55.998Z,LOTTERY,M,OPEN,,SBI001,Karnataka,LOTTERY,2714.04,lucky winner advance required,2024-01-27T21:05:56.000Z,true,2024-01-30,2024-01-29T00:00:00.000Z
788b278f-173a-40db-951e-b9f4aa5ce16e,SATARK-021648E4,3aef7b19bcb50d6e,2024-03-13T19:28:55.102Z,KYC,M,OPEN,,HDFC002,Andhra Pradesh,KYC,3200.0,wallet KYC verification penalty,2024-03-10T22:21:28.000Z,true,2024-03-13,2024-03-11T00:00:00.000Z
fdbd8926-6250-48c9-8c99-b92d3b72e3f7,SATARK-C6342C00,904e9ba7b8a98b12,2024-02-14T05:56:54.634Z,TECH_SUPPORT,M,OPEN,,INDUS010,Maharashtra,TECH_SUPPORT,3355.2,refund ke liye verification fee,2024-02-13T20:01:23.000Z,true,2024-02-14,2024-02-12T00:00:00.000Z
ec6b8212-cb05-49a6-a962-7969a6af279d,SATARK-8AFA37BE,b3ebed9aebe6ed83,2024-01-26T04:21:06.474Z,LEGITIMATE,S,ESCALATED,,HDFC002,Kerala,LEGITIMATE,1353.86,chemist,2024-01-24T18:50:52.000Z,true,2024-01-26,2024-01-22T00:00:00.000Z
15d6d385-f999-4056-957b-ce7c824d3f28,SATARK-5506C0F5,bc2c963451295da9,2024-01-23T04:25:41.424Z,LEGITIMATE,S,OPEN,,SBI001,Haryana,LEGITIMATE,1200.78,notice jomhi uncle,2024-01-20T19:27:48.000Z,true,2024-01-23,2024-01-22T00:00:00.000Z
551160e7-eae6-487c-a0ea-b65b6b2f334b,SATARK-2E916545,16b75302e358e771,2024-03-09T17:45:25.218Z,JOB,M,ESCALATED,,KOTAK005,Andhra Pradesh,JOB,7731.02,railway job application fee,2024-03-07T09:17:52.000Z,true,2024-03-09,2024-03-04T00:00:00.000Z
91a2f5e5-4bd4-4bf1-802c-41386d537ede,SATARK-261AC9E9,7df733bbecadcb65,2024-01-15T09:02:26.734Z,TECH_SUPPORT,M,ESCALATED,,CANARA008,Himachal Pradesh,TECH_SUPPORT,2900.0,flipkart cashback unlock fee,2024-01-13T20:41:37.000Z,true,2024-01-15,2024-01-15T00:00:00.000Z
99c2ca89-54e3-4b2a-837f-c52e69192341,SATARK-46F8CCEA,b6402816ce5a00c9,2024-02-05T14:55:37.745Z,KYC,M,OPEN,,INDUS010,Telangana,KYC,3365.02,DTH KYC verification charge,2024-02-02T18:43:30.000Z,true,2024-02-05,2024-02-05T00:00:00.000Z
242c819e-b4b7-4b73-8bbc-9493d4d0a22e,SATARK-E72376C0,fc302edb183f2002,2024-02-16T10:13:53.532Z,IMPERSONATION,M,OPEN,,ICICI003,Gujarat,IMPERSONATION,6177.75,drug case settlement fee,2024-02-13T21:26:05.000Z,true,2024-02-16,2024-02-12T00:00:00.000Z
